Date,Adj Close,GOOGL_Close(t),High,Low,Open,Volume,GOOGL_Close(t-1),GOOGL_Close(t-2),GOOGL_Close(t-5),GOOGL_Close(t-10),GOOGL_Open(t-1),MA5,MA10,MA50,MA200,EMA10,EMA20,EMA50,EMA100,EMA200,SD20,Upper_Band,Lower_Band,MACD,MACD_EMA,STD5,ATR,ADX,CCI,ROC,RSI,William%R,SO%K,ForceIndex1,ForceIndex20,GOOGL_Close(t+1),Adj Close_QQQ,QQQ_Close,QQQ(t-1),QQQ(t-2),QQQ(t-5),QQQ_MA10,QQQ_MA20,QQQ_MA50,Adj Close_SnP,SnP_Close,SnP(t-1),SnP(t-5),Day,DayofWeek,DayofYear,Week,Is_month_end,Is_month_start,Is_quarter_end,Is_quarter_start,Is_year_end,Is_year_start,Is_leap_year,Year,Month
2009-10-30 00:00:00+00:00,13.38327693939209,13.41641616821289,13.768017768859863,13.369368553161621,13.763764381408691,138601260,13.790040016174316,13.521020889282227,13.85610580444336,13.760009765625,13.588838577270508,13.663513374328613,13.745395183563232,12.524919795989991,10.398648614883422,13.605831333884147,13.365850666949306,12.672596052868442,11.865588397798355,10.82892629827465,0.4933888793802718,14.36655738369951,12.393001866178421,0.35892660884405636,0.41211764425010455,0.017738875430125534,0.2649831351192694,42.053667439650894,15.286314130982651,-2.497044720640159,56.05139140413152,-63.38803555691862,36.61196444308138,-51784736.093502045,3663308.556838924,13.363113403320312,35.775062561035156,40.959999084472656,42.09000015258789,41.38999938964844,43.130001068115234,42.57800025939942,42.493000221252444,41.72260009765625,1036.18994140625,1036.18994140625,1066.1099853515625,1079.5999755859375,30,4,303,44,0,0,0,0,0,0,0,2009,10
2009-11-02 00:00:00+00:00,13.330105781555176,13.363113403320312,13.5,13.219219207763672,13.44044017791748,127955916,13.41641616821289,13.790040016174316,13.869118690490723,13.816065788269043,13.763764381408691,13.56231231689453,13.70009994506836,12.559329204559326,10.427967936992646,13.561700801054359,13.365589975175116,12.699675164650868,11.89524235830374,10.854142090364657,0.4121677038991853,14.261009430472932,12.61233861487619,0.3160247368839908,0.3928990627768818,0.017369730258415237,0.26611153919905933,39.49588098896353,-7.4746285388873535,-3.2784469319285066,54.54220074615256,-80.44805907594053,19.551940924059473,-6820404.107162476,2664859.7316959337,13.445695877075195,35.92354202270508,41.130001068115234,40.959999084472656,42.09000015258789,42.9900016784668,42.37000045776367,42.48900032043457,41.73940010070801,1042.8800048828125,1042.8800048828125,1036.18994140625,1066.949951171875,2,0,306,45,0,0,0,0,0,0,0,2009,11
2009-11-03 00:00:00+00:00,13.412484169006348,13.445695877075195,13.450950622558594,13.220721244812012,13.263513565063477,95112792,13.363113403320312,13.41641616821289,13.72097110748291,13.806806564331055,13.44044017791748,13.507257270812989,13.663988876342774,12.59364351272583,10.459817285537719,13.54060899669451,13.373219108689408,12.728930878863586,11.925944408180403,10.879928695207548,0.3454943332917255,14.175898439456375,12.793921106289474,0.2853985133186967,0.3713989528852448,0.01816404186143756,0.26354852766673953,37.120793570468116,-11.343197226757002,-2.615454091960441,56.49655890143155,-70.84666644491014,29.153333555089866,7854649.649093628,3159125.438114762,13.521772384643555,36.03709030151367,41.2599983215332,41.130001068115234,40.959999084472656,42.34000015258789,42.17400016784668,42.45500030517578,41.75960006713867,1045.4100341796875,1045.4100341796875,1042.8800048828125,1063.4100341796875,3,1,307,45,0,0,0,0,0,0,0,2009,11
2009-11-04 00:00:00+00:00,13.488373756408691,13.521772384643555,13.651150703430176,13.423924446105957,13.533534049987793,93214692,13.445695877075195,13.363113403320312,13.521020889282227,13.791291236877441,13.263513565063477,13.507407569885254,13.637036991119384,12.62815803527832,10.489503221511841,13.537184158139791,13.387367039732661,12.760022702619663,11.957544962169772,10.906215697092483,0.32187591243032576,14.157177651887018,12.869674002165716,0.2642199853363145,0.34996315937545874,0.01743442052402279,0.2609540797851309,35.70829640316423,1.9034988496371303,-1.9542684408926303,58.27617854130877,-63.80230410172094,36.19769589827905,7091448.221420288,3533632.3698581452,13.72998046875,36.09823989868164,41.33000183105469,41.2599983215332,41.130001068115234,41.38999938964844,41.9930004119873,42.41850032806396,41.77880012512207,1046.5,1046.5,1045.4100341796875,1042.6300048828125,4,2,308,45,0,0,0,0,0,0,0,2009,11
2009-11-05 00:00:00+00:00,13.696066856384277,13.72998046875,13.758008003234863,13.580080032348633,13.600851058959961,73834092,13.521772384643555,13.445695877075195,13.790040016174316,13.86611557006836,13.533534049987793,13.49539566040039,13.62342348098755,12.668523406982422,10.519802274703979,13.572238032796193,13.419996890115264,12.798060262075754,11.99264269497334,10.934312858999524,0.28661146207915666,14.129779435083607,12.98333358676698,0.2612252594630373,0.33221557939297447,0.016234400627930315,0.25918847541414364,34.7729087917844,15.83011147427214,-0.9817825376576479,62.76550097076983,-38.89212801376482,61.107871986235175,15372854.837059021,4661177.366734419,13.791291236877441,36.98911666870117,42.349998474121094,41.33000183105469,41.2599983215332,42.09000015258789,41.89700012207031,42.42400016784668,41.81980010986328,1066.6300048828125,1066.6300048828125,1046.5,1066.1099853515625,5,3,309,45,0,0,0,0,0,0,0,2009,11
2009-11-06 00:00:00+00:00,13.75722599029541,13.791291236877441,13.808307647705078,13.651150703430176,13.706707000732422,72994932,13.72998046875,13.521772384643555,13.41641616821289,13.85610580444336,13.600851058959961,13.5703706741333,13.616942024230957,12.711085968017578,10.54813060283661,13.612065888083691,13.455358256473566,12.837010496381705,12.02825949778332,10.962740504550549,0.2483190590378226,14.096800719546593,13.1035244833953,0.2607929257153607,0.31793104865745175,0.006878481046019057,0.25190050890419785,34.07730840075657,18.898744360917927,-0.4677690000399196,63.99405643796947,-31.556860333372505,68.4431396666275,4475375.350330353,4643481.936600699,14.076827049255371,37.20746612548828,42.599998474121094,42.349998474121094,41.33000183105469,40.959999084472656,41.8439998626709,42.430000114440915,41.863800048828125,1069.300048828125,1069.300048828125,1066.6300048828125,1036.18994140625,6,4,310,45,0,0,0,0,0,0,0,2009,11
2009-11-09 00:00:00+00:00,14.0420560836792,14.076827049255371,14.07857894897461,13.869620323181152,13.900150299072266,105890004,13.791291236877441,13.72998046875,13.363113403320312,13.869118690490723,13.706707000732422,13.713113403320312,13.637712860107422,12.760014915466309,10.577990465164184,13.696567917387632,13.514545760548025,12.885630753357143,12.068825191871875,10.993726440318756,0.24237959279934956,14.133057449148504,13.163539077951105,0.28025998914302264,0.310396836754566,0.007187400341464895,0.25442816627512427,34.25234080110265,45.47727436666825,1.4976319937838762,69.10646316080948,-0.20386104156678916,99.79613895843322,30235388.314842224,7080806.353576083,14.183182716369629,38.00228500366211,43.5099983215332,42.599998474121094,42.349998474121094,41.130001068115234,41.89599952697754,42.477000045776364,41.92520004272461,1093.0799560546875,1093.0799560546875,1069.300048828125,1042.8800048828125,9,0,313,46,0,0,0,0,0,0,0,2009,11
2009-11-10 00:00:00+00:00,14.148150444030762,14.183182716369629,14.233734130859375,14.064064025878906,14.082331657409668,89142768,14.076827049255371,13.791291236877441,13.445695877075195,13.72097110748291,13.900150299072266,13.8606107711792,13.683934020996094,12.81261251449585,10.607429904937744,13.785043335384358,13.578225470626272,12.936515144063515,12.110693657703512,11.025462323662547,0.24256058347871168,14.184282744182156,13.214040410267309,0.3008023286451138,0.3084779351326756,0.007005639440008058,0.24837401903979175,34.807389560681294,58.72233900047997,3.368650843048898,70.77120482246384,-4.982816254244235,95.01718374575576,9480838.559051514,7309380.849335647,14.278278350830078,38.098350524902344,43.619998931884766,43.5099983215332,42.599998474121094,41.2599983215332,42.02399940490723,42.52899990081787,41.99700004577637,1093.010009765625,1093.010009765625,1093.0799560546875,1045.4100341796875,10,1,314,46,0,0,0,0,0,0,0,2009,11
2009-11-11 00:00:00+00:00,14.243009567260742,14.278278350830078,14.351852416992188,14.160660743713379,14.276275634765625,92695212,14.183182716369629,14.076827049255371,13.521772384643555,13.521020889282227,14.082331657409668,14.011911964416504,13.759659767150879,12.870069980621338,10.635193920135498,13.87472242910176,13.644897173502825,12.989133309034752,12.153616126874335,11.05782865229108,0.2638480718607123,14.270951854323231,13.215559566880382,0.32105478395390996,0.31099330489692245,0.006828606357401819,0.2442895657711501,35.59725635322294,67.52862812285582,5.600593829036315,72.21300611388276,-6.495842216406826,93.50415778359317,8814909.996585846,7452764.57764519,14.21045970916748,38.34288787841797,43.900001525878906,43.619998931884766,43.5099983215332,41.33000183105469,42.27499961853027,42.56599998474121,42.089400100708005,1098.510009765625,1098.510009765625,1093.010009765625,1046.5,11,2,315,46,0,0,0,0,0,0,0,2009,11
2009-11-12 00:00:00+00:00,14.175359725952148,14.21045970916748,14.336836814880371,14.151652336120605,14.253252983093262,75376548,14.278278350830078,14.183182716369629,13.72998046875,13.790040016174316,14.276275634765625,14.1080078125,13.801701736450195,12.927547435760498,10.663288259506226,13.935765570931892,13.698760272137553,13.037028461981135,12.194345702761328,11.089198115543583,0.2578603660571783,14.306448871991677,13.275007407762963,0.32785331417485253,0.3143653067525085,0.009119452443423107,0.2400677738417655,36.27429605044063,58.88825732503592,3.0487198913132554,69.57707618644538,-12.483538949119776,87.51646105088022,-5111935.098575592,6256126.5132432105,14.315566062927246,38.12455368041992,43.650001525878906,43.900001525878906,43.619998931884766,42.349998474121094,42.430999755859375,42.595499992370605,42.17740013122559,1087.239990234375,1087.239990234375,1098.510009765625,1066.6300048828125,12,3,316,46,0,0,0,0,0,0,0,2009,11
2009-11-13 00:00:00+00:00,14.280206680297852,14.315566062927246,14.32707691192627,14.179429054260254,14.246496200561523,66605328,14.21045970916748,14.278278350830078,13.791291236877441,13.41641616821289,14.253252983093262,14.212862777709962,13.891616725921631,12.984869785308838,10.692507481575012,14.004820205840138,13.75750368078419,13.087167191430003,12.23635006632897,11.121301279199143,0.2830683836163906,14.384642721975212,13.25236918750965,0.33782813029830905,0.31905787146166864,0.009014544817822948,0.2334663512577834,36.90297576928564,64.64546901786723,6.701863474127198,71.32410468469523,-3.2037162401107393,96.79628375988926,7000643.167053223,6327032.861225117,14.42142105102539,38.43898010253906,44.0099983215332,43.650001525878906,43.900001525878906,42.599998474121094,42.73599967956543,42.65699996948242,42.267400131225585,1093.47998046875,1093.47998046875,1087.239990234375,1069.300048828125,13,4,317,46,0,0,0,0,0,0,0,2009,11
2009-11-16 00:00:00+00:00,14.3858003616333,14.42142105102539,14.439188957214355,14.333833694458008,14.389389038085938,87880032,14.315566062927246,14.21045970916748,14.076827049255371,13.363113403320312,14.246496200561523,14.281781578063965,13.997447490692139,13.042417335510255,10.722000722885133,14.080565814055637,13.820733906521447,13.13949087219845,12.279618798699197,11.15413829185413,0.3135202835263853,14.47581428493302,13.221733150827479,0.35023753650772704,0.32529380447088035,0.005382209866598629,0.2256203900455924,37.77109717898275,81.75779349992675,7.919618847521881,73.00539626108015,-1.4564218659491523,98.54357813405085,9302539.74142456,6610414.468863159,14.451702117919922,38.8320198059082,44.459999084472656,44.0099983215332,43.650001525878906,43.5099983215332,43.068999481201175,42.71949996948242,42.34940010070801,1109.300048828125,1109.300048828125,1093.47998046875,1093.0799560546875,16,0,320,47,0,0,0,0,0,0,0,2009,11
2009-11-17 00:00:00+00:00,14.41600513458252,14.451702117919922,14.45195198059082,14.357357025146484,14.386136054992676,76591332,14.42142105102539,14.315566062927246,14.183182716369629,13.445695877075195,14.389389038085938,14.335485458374023,14.098048114776612,13.1019118309021,10.751660385131835,14.148045142030961,13.880826117130825,13.190950136736548,12.322630349574855,11.186949872212995,0.3409407492367534,14.562899994033199,13.199136997086185,0.35838427848666043,0.3319118992740364,0.0052506343814804025,0.21626143043121693,38.60925908854273,83.10685665612606,7.481994610334443,73.48432756506334,-0.020269005286961152,99.97973099471304,2319267.247833252,6201733.781146025,14.430681228637695,38.95430374145508,44.599998474121094,44.459999084472656,44.0099983215332,43.619998931884766,43.40299949645996,42.78849983215332,42.426600036621096,1110.3199462890625,1110.3199462890625,1109.300048828125,1093.010009765625,17,1,321,47,0,0,0,0,0,0,0,2009,11
2009-11-18 00:00:00+00:00,14.395036697387695,14.430681228637695,14.483983993530273,14.316065788269043,14.430681228637695,61922016,14.451702117919922,14.42142105102539,14.278278350830078,13.521772384643555,14.386136054992676,14.365966033935546,14.188938999176026,13.158308238983155,10.780895872116089,14.199433521414003,13.93319327060767,13.2395670423013,12.364373931338475,11.219225806107769,0.36144508619955157,14.635878167546808,13.190097822748603,0.35900602216289457,0.33733072385180807,0.005376569612772714,0.21280834291907505,39.06960966813424,81.34780987851951,6.7218173634276885,72.52242041421056,-4.214440937353435,95.78555906264657,-1301655.8424682617,5487125.245563713,14.339089393615723,38.735931396484375,44.349998474121094,44.599998474121094,44.459999084472656,43.900001525878906,43.704999160766604,42.84899978637695,42.49180000305176,1109.800048828125,1109.800048828125,1110.3199462890625,1098.510009765625,18,2,322,47,0,0,0,0,0,0,0,2009,11
2009-11-19 00:00:00+00:00,14.303670883178711,14.339089393615723,14.364363670349121,14.264264106750488,14.358609199523926,86633280,14.430681228637695,14.451702117919922,14.21045970916748,13.72998046875,14.430681228637695,14.391691970825196,14.249849891662597,13.209384326934815,10.808332056999207,14.224825498177951,13.971850044227486,13.282685565882257,12.403477207819213,11.250269224888944,0.3734891404095721,14.683614967144218,13.189658405505929,0.3480954353871031,0.33948366615886705,0.005909133578724432,0.2094946842739416,39.096427500712615,67.07901937473561,4.436342253013977,68.32567414526241,-11.456248746420227,88.54375125357977,-7934901.089172363,4208837.023207896,14.263262748718262,38.133304595947266,43.65999984741211,44.349998474121094,44.599998474121094,43.650001525878906,43.8359992980957,42.866499710083005,42.535400009155275,1094.9000244140625,1094.9000244140625,1109.800048828125,1087.239990234375,19,3,323,47,0,0,0,0,0,0,0,2009,11
2009-11-20 00:00:00+00:00,14.228031158447266,14.263262748718262,14.304304122924805,14.249249458312988,14.251751899719238,80167752,14.339089393615723,14.430681228637695,14.315566062927246,13.791291236877441,14.358609199523926,14.381231307983398,14.29704704284668,13.25834327697754,10.83319191455841,14.23181408918528,13.999603635131368,13.321139573052298,12.44030464427266,11.280249259951923,0.37990990240124844,14.716814338341315,13.197174728736321,0.32953150615058036,0.3374932341572097,0.005631715175053486,0.20094791649028393,39.00253865469161,58.96763090276539,3.4222430933717405,64.97350090841819,-17.47231484787793,82.52768515212206,-6078851.663131714,3229057.14831841,14.573323249816895,37.94112014770508,43.439998626708984,43.65999984741211,44.349998474121094,44.0099983215332,43.919999313354495,42.8819995880127,42.57379997253418,1091.3800048828125,1091.3800048828125,1094.9000244140625,1093.47998046875,20,4,324,47,0,0,0,0,0,0,0,2009,11
2009-11-23 00:00:00+00:00,14.537325859069824,14.573323249816895,14.679679870605469,14.410910606384277,14.426676750183105,101798100,14.263262748718262,14.339089393615723,14.42142105102539,14.076827049255371,14.251751899719238,14.411611747741699,14.346696662902833,13.312011947631836,10.858664884567261,14.293906663845572,14.054243598434752,13.37024481527836,12.482542636461654,11.313016165323713,0.4032527524333742,14.798710266371875,13.185699256638378,0.33596594337597807,0.33718777600096345,0.011447986541569817,0.2163385740186356,39.99553580596258,107.34112967119215,3.527046250012618,71.19646868719927,-8.469533056643035,91.53046694335697,31563569.896888733,5927582.171991774,14.591841697692871,38.55252456665039,44.13999938964844,43.439998626708984,43.65999984741211,44.459999084472656,43.98299942016602,42.93949947357178,42.62299995422363,1106.239990234375,1106.239990234375,1091.3800048828125,1109.300048828125,23,0,327,48,0,0,0,0,0,0,0,2009,11
2009-11-24 00:00:00+00:00,14.55579948425293,14.591841697692871,14.621871948242188,14.42792797088623,14.577577590942383,64143792,14.573323249816895,14.263262748718262,14.451702117919922,14.183182716369629,14.426676750183105,14.439639663696289,14.387562561035157,13.364839782714844,10.886765484809876,14.348076669999626,14.105443417411717,13.418150575373048,12.524310934703855,11.34564129499903,0.4191293510599318,14.87400699313549,13.197489588895762,0.3386557525042093,0.33748137130161265,0.011454892368846115,0.2147389599713014,40.91760458928563,98.93579721584328,2.8812925102599527,71.52189652941394,-7.9881944191484235,92.01180558085159,1187843.4687194824,5476178.485965841,14.658158302307129,38.4215087890625,43.9900016784668,44.13999938964844,43.439998626708984,44.599998474121094,44.01999969482422,43.021999549865725,42.66659996032715,1105.6500244140625,1105.6500244140625,1106.239990234375,1110.3199462890625,24,1,328,48,0,0,0,0,0,0,0,2009,11
2009-11-25 00:00:00+00:00,14.621952056884766,14.658158302307129,14.691190719604492,14.581831932067871,14.674924850463867,58389552,14.591841697692871,14.573323249816895,14.430681228637695,14.278278350830078,14.577577590942383,14.485135078430176,14.425550556182861,13.413613567352295,10.915256476402282,14.40445514860099,14.1580829302589,13.466778329370463,12.566565338022732,11.378601663230953,0.4227425927474605,14.938090347161792,13.24711997617195,0.3421940414769864,0.3384239053366874,0.011318072745512334,0.20721180479739568,41.94025788697337,103.8736667638512,2.6605445148431794,72.71094576432495,-3.176071764898983,96.82392823510102,3872196.8335876465,5323418.3285964895,14.508508682250977,38.58747100830078,44.18000030517578,43.9900016784668,44.13999938964844,44.349998474121094,44.04799957275391,43.16149959564209,42.70180000305176,1110.6300048828125,1110.6300048828125,1105.6500244140625,1109.800048828125,25,2,329,48,0,0,0,0,0,0,0,2009,11
2009-11-27 00:00:00+00:00,14.472672462463379,14.508508682250977,14.576075553894043,14.288538932800293,14.314313888549805,55328616,14.658158302307129,14.591841697692871,14.339089393615723,14.21045970916748,14.674924850463867,14.519018936157227,14.455355453491212,13.45767765045166,10.942372345924378,14.423373972900986,14.191456811401002,13.50763050007166,12.605019661670816,11.409745016654037,0.4261908952505389,14.98091038547178,13.276146804469626,0.3291286965767988,0.3365648635847097,0.012226507951395455,0.21881234513378425,40.84989962311796,63.79774627591775,2.0973914931915827,66.01279505000048,-22.235713232707933,77.76428676729206,-8279906.362632751,4027863.596098467,14.589590072631836,38.00228500366211,43.5099983215332,44.18000030517578,43.9900016784668,43.65999984741211,44.03399925231933,43.232499504089354,42.72379997253418,1091.489990234375,1091.489990234375,1110.6300048828125,1094.9000244140625,27,4,331,48,0,0,0,0,0,0,0,2009,11
